name,logP,logD,Vd,PPB,MW,theory_score,ile_prob,category,ad_flag,rank
Gamolenic acid,5.661,2.396,-0.293,97.071,278.4,79.9,88.7,High,ok,888
Spironolactone,4.852,2.393,-2.433,87.42,416.6,79.8,88.6,High,ok,889
Estazolam,3.272,2.39,1.256,89.908,294.7,76.5,88.6,High,ok,890
Risperidone,3.59,2.391,7.27,78.769,410.5,52.2,88.6,High,ok,891
Levallorphan,3.637,2.383,1.356,74.871,283.4,75.2,88.5,High,ok,892
Selegiline,2.183,2.386,1.284,66.203,187.3,76.1,88.5,High,ok,893
Eltrombopag,4.565,2.384,-13.323,110.475,442.5,79.5,88.5,High,ok,894
Sunitinib,3.335,2.386,21.315,78.099,398.5,47.7,88.5,High,ok,895
Carboxin,2.62,2.386,0.785,81.442,235.3,79.5,88.5,High,ok,896
Lormetazepam,3.126,2.388,6.183,90.231,335.2,54.4,88.5,High,ok,897
Darolutamide,2.67,2.375,5.75,89.525,398.9,55.1,88.4,High,ok,898
Cyclizine,3.023,2.377,2.235,74.438,266.4,68.2,88.4,High,ok,899
Ganirelix,2.273,2.38,6.387,90.13,1570.4,53.8,88.4,High,domain-edge (prediction unreliable),900
Solifenacin,3.865,2.371,1.487,77.899,362.5,73.6,88.3,High,ok,901
Pivmecillinam,2.412,2.369,-0.494,84.45,439.6,79.0,88.3,High,ok,902
Digoxin,2.218,2.37,5.52,85.563,780.9,55.6,88.3,High,domain-edge (prediction unreliable),903
Lapyrium,3.554,2.362,6.827,87.88,363.5,52.5,88.2,High,ok,904
Deucravacitinib,1.732,2.362,-2.714,94.275,425.5,78.7,88.2,High,ok,905
Fexinidazole,2.629,2.367,-0.419,86.895,279.3,78.9,88.2,High,ok,906
Trihexyphenidyl,4.331,2.361,4.764,71.528,301.5,57.3,88.1,High,ok,907
Dichlorotetrafluoroethane,2.65,2.359,7.823,60.624,170.9,50.5,88.1,High,ok,908
Adiphenine,3.704,2.359,14.233,71.195,311.4,47.2,88.1,High,ok,909
Periciazine,4.008,2.35,9.123,85.746,365.5,48.3,88.0,High,ok,910
Plicamycin,-0.249,2.344,13.868,81.781,1085.2,46.9,87.9,High,domain-edge (prediction unreliable),911
Romidepsin,1.43,2.347,-0.54,86.197,540.7,78.2,87.9,High,ok,912
Methoxsalen,2.548,2.346,3.661,85.704,216.2,60.6,87.9,High,ok,913
Ethyl salicylate,1.569,2.343,-0.777,72.394,166.2,78.1,87.9,High,ok,914
Desoximetasone,2.781,2.338,0.554,79.288,376.5,77.9,87.8,High,ok,915
Bromazepam,2.634,2.332,4.134,89.412,316.2,58.6,87.7,High,ok,916
Thiabendazole,2.686,2.328,2.975,83.096,201.3,62.9,87.7,High,ok,917
Quetiapine,2.856,2.327,9.985,83.209,383.5,46.6,87.7,High,ok,918
Altretamine,0.07,2.332,-0.296,72.583,210.3,77.7,87.7,High,ok,919
Isoeugenol,2.434,2.327,0.68,73.692,164.2,77.6,87.6,High,ok,920
(+)-menthol,2.44,2.316,4.358,61.425,156.3,57.4,87.5,High,ok,921
Sevoflurane,2.423,2.313,6.943,60.58,200.1,51.1,87.4,High,ok,922
Benzydamine,3.415,2.309,6.538,85.133,309.4,51.9,87.4,High,ok,923
Ensifentrine,2.716,2.304,-2.647,90.809,477.6,76.8,87.3,High,ok,924
Tafamidis,4.5,2.305,0.728,101.901,308.1,76.8,87.3,High,ok,925
Hydrocortisone acetate,2.352,2.305,-1.895,82.155,404.5,76.8,87.3,High,ok,926
Nomifensine,2.846,2.299,3.786,72.239,238.3,58.9,87.2,High,ok,927
Vanillyl butyl ether,2.718,2.293,1.575,70.667,210.3,70.4,87.1,High,ok,928
Fluocortolone,2.637,2.292,0.562,79.017,376.5,76.4,87.1,High,ok,929
Geraniol,2.671,2.284,2.942,63.422,154.3,61.9,87.0,High,ok,930
Fluocinolone acetonide,2.367,2.283,1.998,78.598,452.5,66.9,87.0,High,ok,931
Cinoxate,2.288,2.287,1.521,74.657,250.3,70.7,87.0,High,ok,932
Phenazopyridine,2.661,2.277,4.825,83.386,213.2,55.1,86.9,High,ok,933
Ethyl ferulate,1.977,2.28,-1.354,79.689,222.2,76.0,86.9,High,ok,934
Oxeladin,3.646,2.279,15.635,58.597,335.5,45.6,86.9,High,ok,935
Aficamten,2.45,2.278,1.155,89.688,337.4,74.0,86.9,High,ok,936
Quinine,3.173,2.278,2.563,75.098,324.4,63.5,86.9,High,ok,937
Etoperidone,2.493,2.273,7.322,69.467,377.9,49.6,86.8,High,ok,938
Yttrium Y-90,-0.002,2.27,0.195,68.249,89.9,75.7,86.8,High,domain-edge (prediction unreliable),939
Sufentanil,4.215,2.27,1.136,72.658,386.6,74.0,86.8,High,ok,940
Levamlodipine,2.266,2.274,6.77,93.129,408.9,50.6,86.8,High,ok,941
Chlorzoxazone,1.774,2.269,5.747,83.955,169.6,52.7,86.8,High,ok,942
Flurazepam,4.005,2.271,18.184,77.037,387.9,45.4,86.8,High,ok,943
Vilanterol,4.608,2.267,19.005,88.041,486.4,45.3,86.7,High,ok,944
Prednisolone acetate,2.128,2.265,-1.56,82.724,402.5,75.5,86.7,High,ok,945
Parachlorophenol,2.046,2.264,5.857,63.489,128.6,52.3,86.7,High,ok,946
Amoxapine,3.429,2.264,12.138,90.146,313.8,45.3,86.7,High,ok,947
Griseofulvin,2.81,2.257,2.751,90.652,352.8,62.0,86.6,High,ok,948
Lutetium Lu-177,0.0,2.262,0.465,68.613,176.9,75.4,86.6,High,ok,949
Sparsentan,6.539,2.26,-1.345,100.459,592.8,75.3,86.6,High,ok,950
Gadolinium,0.0,2.258,0.673,68.012,157.2,75.3,86.6,High,ok,951
Nebivolol,2.364,2.251,9.052,87.049,405.4,46.3,86.5,High,ok,952
Hydrocortamate,2.674,2.251,6.18,75.256,475.6,51.3,86.5,High,ok,953
Fominoben,2.883,2.247,6.546,74.729,401.9,50.5,86.4,High,ok,954
Titanium dioxide,-0.24,2.25,-5.447,93.075,79.9,75.0,86.4,High,domain-edge (prediction unreliable),955
Thiamylal,1.516,2.248,-2.18,70.938,254.4,74.9,86.4,High,ok,956
Udenafil,2.828,2.242,4.141,95.859,516.7,56.3,86.3,High,ok,957
Docusate,4.152,2.24,5.009,97.808,422.6,53.8,86.3,High,ok,958
Hydrotalcite,-16.459,2.227,-1.372,110.164,60.0,74.2,86.1,High,domain-edge (prediction unreliable),959
Diflorasone,1.844,2.231,0.995,77.434,410.5,74.4,86.1,High,ok,960
Eliglustat,3.432,2.232,5.772,82.696,404.6,51.7,86.1,High,ok,961
Methadone,4.292,2.227,2.783,68.94,309.5,61.0,86.1,High,ok,962
Levomenthol,2.44,2.226,4.249,58.061,156.3,55.6,86.0,High,ok,963
Lorlatinib,2.801,2.221,-0.197,88.183,406.4,74.0,86.0,High,ok,964
Formestane,3.973,2.22,-2.852,80.819,302.4,74.0,85.9,High,ok,965
Elexacaftor,4.02,2.218,-3.955,102.131,597.7,73.9,85.9,High,ok,966
Normethadone,3.904,2.209,1.582,69.092,295.4,67.8,85.8,High,ok,967
Malathion,2.122,2.209,0.38,76.358,330.4,73.6,85.8,High,ok,968
Benzoin,2.603,2.205,-3.165,72.761,212.2,73.5,85.7,High,ok,969
Abametapir,2.76,2.204,2.069,69.108,184.2,64.2,85.7,High,ok,970
Ondansetron,3.129,2.204,3.272,75.458,293.4,58.3,85.7,High,ok,971
Aluminum hydroxide,-0.911,2.197,2.03,79.715,27.0,64.2,85.6,High,domain-edge (prediction unreliable),972
Ferric oxide,-0.311,2.198,-2.396,74.28,159.7,73.3,85.6,High,ok,973
Xenon-133,0.0,2.195,0.649,66.444,132.9,73.2,85.5,High,ok,974
Rivaroxaban,2.52,2.196,0.643,86.007,435.9,73.2,85.5,High,ok,975
Polidocanol,4.049,2.196,25.31,58.596,582.8,43.9,85.5,High,ok,976
Cortisone acetate,2.561,2.196,-3.129,82.426,402.5,73.2,85.5,High,ok,977
Nortriptyline,3.826,2.196,3.873,86.716,263.4,56.0,85.5,High,ok,978
Flumethasone,1.844,2.191,1.136,78.083,410.5,71.4,85.4,High,ok,979
Phenytoin,1.77,2.19,-4.782,87.554,252.3,73.0,85.4,High,ok,980
Obeticholic acid,5.114,2.18,-1.692,97.165,420.6,72.7,85.3,High,ok,981
Cisatracurium,8.066,2.185,1.954,88.475,929.2,64.4,85.3,High,domain-edge (prediction unreliable),982
Xenon Xe-127,0.0,2.18,0.643,66.049,126.9,72.7,85.3,High,ok,983
Xenon Xe-129,0.0,2.185,0.645,66.181,128.9,72.8,85.3,High,ok,984
Trichloroethylene,2.502,2.175,8.775,52.358,131.4,45.1,85.2,High,ok,985
Methaqualone,3.003,2.178,-2.305,70.543,250.3,72.6,85.2,High,ok,986
Pentoxyverine,3.4,2.17,13.725,64.806,333.5,43.4,85.1,High,ok,987
Thenalidine,3.849,2.169,5.176,72.213,286.4,51.7,85.1,High,ok,988
Lumacaftor,4.747,2.17,-6.852,102.511,452.4,72.3,85.1,High,ok,989
Atrasentan,4.694,2.174,-0.024,100.302,510.6,72.5,85.1,High,ok,990
Bismuth subsalicylate,0.213,2.163,-2.685,93.062,362.1,72.1,85.0,High,ok,991
Lornoxicam,2.296,2.165,1.978,95.007,371.8,63.6,85.0,High,ok,992
Prednisone acetate,2.337,2.163,-3.021,83.346,400.5,72.1,85.0,High,ok,993
Quinagolide,2.136,2.157,3.75,65.29,395.6,55.4,84.9,High,ok,994
Stannous fluoride,0.46,2.155,1.378,48.044,156.7,67.8,84.8,High,ok,995
Amitriptylinoxide,4.181,2.155,6.193,79.057,293.4,49.1,84.8,High,ok,996
Medifoxamine,3.032,2.152,-0.147,73.703,257.3,71.7,84.8,High,ok,997
Benperidol,4.181,2.15,4.119,81.931,381.5,54.0,84.7,High,ok,998
Amlodipine,2.266,2.145,6.74,91.357,408.9,47.8,84.6,High,ok,999
Pitolisant,4.165,2.145,16.832,73.92,295.9,42.9,84.6,High,ok,1000
Apixaban,2.7,2.144,-4.966,90.727,459.5,71.5,84.6,High,ok,1001
Tepotinib,4.008,2.14,1.903,90.747,492.6,63.4,84.6,High,ok,1002
Ethyl hydroxybenzoate,1.569,2.137,-1.388,67.927,166.2,71.2,84.5,High,ok,1003
Praziquantel,2.535,2.136,-4.208,68.856,312.4,71.2,84.5,High,ok,1004
Hexylcaine,3.154,2.136,0.64,72.74,261.4,71.2,84.5,High,ok,1005
Halothane,2.508,2.137,6.935,56.056,197.4,47.3,84.5,High,ok,1006
Molybdenum,-0.002,2.129,-0.05,65.228,95.9,71.0,84.3,High,domain-edge (prediction unreliable),1007
Meclofenamic acid,4.744,2.128,-1.668,100.262,296.2,70.9,84.3,High,ok,1008
Crotamiton,2.924,2.128,-1.54,62.232,203.3,70.9,84.3,High,ok,1009
Quinidine,3.173,2.126,2.085,74.644,324.4,61.8,84.3,High,ok,1010
Cinchocaine,3.485,2.126,16.049,69.178,343.5,42.5,84.3,High,ok,1011
Flurandrenolide,2.499,2.121,1.773,76.512,436.5,63.7,84.2,High,ok,1012
Ropivacaine,3.506,2.121,1.585,63.084,274.4,65.0,84.2,High,ok,1013
Oxazepam,2.448,2.116,3.31,91.821,286.7,55.9,84.1,High,ok,1014
Mirtazapine,2.479,2.113,0.868,63.795,265.4,70.4,84.0,High,ok,1015
Abrocitinib,1.254,2.109,7.097,73.236,323.4,46.4,84.0,High,ok,1016
Ketotifen,4.014,2.111,3.379,82.006,309.4,55.5,84.0,High,ok,1017
Deflazacort,2.563,2.103,-1.993,84.859,441.5,70.1,83.9,High,ok,1018
Rapacuronium,6.912,2.104,6.074,79.363,597.9,48.2,83.9,High,ok,1019
Safinamide,2.368,2.104,-0.339,83.831,302.3,70.1,83.9,High,ok,1020
Tetrabenazine,3.238,2.106,0.528,65.297,317.4,70.2,83.9,High,ok,1021
Ifenprodil,3.769,2.101,3.85,71.413,325.5,53.6,83.8,High,ok,1022
Nitisinone,2.735,2.1,0.867,87.029,329.2,70.0,83.8,High,ok,1023
Procyclidine,3.94,2.096,3.805,65.517,287.4,53.7,83.7,High,ok,1024
Selexipag,3.898,2.091,-2.596,101.085,496.6,69.7,83.6,High,ok,1025
Nerandomilast,2.295,2.09,6.491,78.695,449.0,47.0,83.6,High,ok,1026
Rofecoxib,2.558,2.092,-6.125,93.63,314.4,69.7,83.6,High,ok,1027
Gilteritinib,2.697,2.09,18.59,75.507,552.7,41.8,83.6,High,ok,1028
Estetrol,1.551,2.081,3.503,76.563,304.4,54.3,83.4,High,ok,1029
Flunisolide,2.275,2.078,2.149,76.776,434.5,60.1,83.4,High,ok,1030
Bictegravir,1.634,2.072,2.265,84.869,449.4,59.2,83.3,High,ok,1031
Dactinomycin,0.726,2.068,2.653,79.205,1255.4,57.2,83.2,High,domain-edge (prediction unreliable),1032
Nitazoxanide,2.229,2.071,-2.69,93.248,307.3,69.0,83.2,High,ok,1033
Xylometazoline,3.145,2.069,0.489,76.555,244.4,69.0,83.2,High,ok,1034
Butorphanol,3.366,2.061,3.118,64.919,327.5,55.1,83.0,High,ok,1035
Dimazole,3.083,2.059,19.838,69.62,293.4,41.2,83.0,High,ok,1036
Moxisylyte,2.984,2.057,3.532,68.896,279.4,53.5,83.0,High,ok,1037
Teriflunomide,2.999,2.057,-0.723,95.853,270.2,68.6,83.0,High,ok,1038
Prazosin,1.785,2.06,-2.878,78.53,383.4,68.7,83.0,High,ok,1039
Etidocaine,3.752,2.052,5.238,56.72,276.4,48.7,82.9,High,ok,1040
Elagolix,5.535,2.055,-3.421,98.481,631.6,68.5,82.9,High,domain-edge (prediction unreliable),1041
Dexetimide,3.273,2.051,-2.209,80.928,362.5,68.4,82.9,High,ok,1042
Enoximone,1.964,2.055,-1.09,90.28,248.3,68.5,82.9,High,ok,1043
Testolactone,3.59,2.049,-1.947,81.218,300.4,68.3,82.8,High,ok,1044
Betamethasone,1.896,2.05,1.066,75.199,392.5,67.6,82.8,High,ok,1045
Borneol,2.194,2.048,2.783,55.568,154.3,56.1,82.8,High,ok,1046
Tofacitinib,1.545,2.041,7.64,74.463,312.4,44.0,82.7,High,ok,1047
Nefopam,3.238,2.033,1.13,64.128,253.3,66.3,82.5,High,ok,1048
Zavegepant,3.452,2.033,11.511,81.717,638.8,40.7,82.5,High,domain-edge (prediction unreliable),1049
Repaglinide,5.22,2.026,-1.994,99.759,452.6,67.5,82.4,High,ok,1050
Alprazolam,3.58,2.026,1.485,85.692,308.8,62.9,82.4,High,ok,1051
Dantrolene,1.74,2.028,-5.261,98.021,314.3,67.6,82.4,High,ok,1052
Nitrazepam,2.384,2.03,-2.011,89.676,281.3,67.7,82.4,High,ok,1053
Defactinib,2.397,2.027,2.333,88.014,510.5,57.6,82.4,High,ok,1054
Rubidium,-0.381,2.023,1.105,65.132,85.5,66.3,82.3,High,domain-edge (prediction unreliable),1055
Ibuproxam,2.494,2.024,-0.319,78.784,221.3,67.5,82.3,High,ok,1056
Metaxalone,1.791,2.023,-1.716,75.864,221.3,67.4,82.3,High,ok,1057
Letermovir,5.707,2.021,-5.45,99.662,572.6,67.4,82.3,High,ok,1058
Benoxaprofen,4.336,2.016,-0.784,99.496,301.7,67.2,82.2,High,ok,1059
Orphenadrine,3.663,2.014,3.544,69.946,269.4,52.4,82.1,High,ok,1060
Metolazone,2.714,2.013,1.824,88.344,365.8,60.1,82.1,High,ok,1061
Benmoxin,2.682,2.014,-3.017,69.944,240.3,67.1,82.1,High,ok,1062
Miltefosine,5.676,2.015,15.714,70.772,407.6,40.3,82.1,High,ok,1063
Dexamethasone,1.896,2.006,1.156,75.807,392.5,65.2,81.9,High,ok,1064
Minaprine,2.196,1.999,3.919,70.923,298.4,50.8,81.8,High,ok,1065
Fluoxetine,4.435,1.999,9.013,84.904,309.3,41.2,81.8,High,ok,1066
Pargyline,1.752,2.0,0.366,57.542,159.2,66.7,81.8,High,ok,1067
Ferric cation,-0.002,1.999,0.138,60.066,55.8,66.6,81.8,High,domain-edge (prediction unreliable),1068
Cycrimine,3.94,1.995,4.195,62.995,287.4,49.9,81.7,High,ok,1069
Brompheniramine,3.928,1.993,12.863,68.534,319.2,39.9,81.7,High,ok,1070
Simethicone,1.568,1.995,1.568,93.224,178.4,61.3,81.7,High,ok,1071
Zoliflodacin,1.203,1.988,-0.888,90.899,487.4,66.3,81.6,High,ok,1072
Thiopental,1.35,1.989,-1.553,66.352,242.3,66.3,81.6,High,ok,1073
Linagliptin,1.147,1.987,1.675,84.072,472.6,60.3,81.6,High,ok,1074
Quinupristin,2.324,1.986,2.785,83.569,1022.2,54.4,81.5,High,domain-edge (prediction unreliable),1075
Aluminium,-0.381,1.986,-0.726,61.548,27.0,66.2,81.5,High,domain-edge (prediction unreliable),1076
Meloxicam,1.951,1.982,-2.428,97.566,351.4,66.1,81.5,High,ok,1077
Fospropofol,3.379,1.979,2.654,84.057,288.3,54.8,81.4,High,ok,1078
Erdafitinib,4.184,1.976,8.208,86.066,446.6,41.8,81.3,High,ok,1079
Alclometasone,2.021,1.973,3.162,74.666,408.9,52.6,81.3,High,ok,1080
Doxapram,3.173,1.975,3.815,61.559,378.5,50.5,81.3,High,ok,1081
Temazepam,2.472,1.973,3.841,86.52,300.7,50.4,81.3,High,ok,1082
Duloxetine,4.631,1.971,5.508,89.084,297.4,46.2,81.2,High,ok,1083
Dexbrompheniramine,3.928,1.968,12.691,69.073,319.2,39.4,81.2,High,ok,1084
Tritoqualine,3.643,1.971,2.024,85.835,500.5,57.7,81.2,High,ok,1085
Mefloquine,4.448,1.966,9.097,80.404,378.3,40.4,81.1,High,ok,1086
Methylprednisolone,1.804,1.964,1.803,72.725,374.5,58.8,81.1,High,ok,1087
Tetracaine,2.617,1.967,9.725,70.144,264.4,39.6,81.1,High,ok,1088
Ethoxzolamide,1.342,1.959,0.54,91.742,258.3,65.3,81.0,High,ok,1089
Zileuton,2.732,1.959,0.55,77.713,236.3,65.3,81.0,High,ok,1090
Carprofen,4.163,1.953,2.384,97.722,273.7,55.3,80.8,High,ok,1091
Fluoxymesterone,3.332,1.95,0.212,63.116,336.4,65.0,80.8,High,ok,1092
Protriptyline,4.302,1.949,7.994,83.57,263.4,41.5,80.8,High,ok,1093
Mitapivat,3.203,1.95,0.781,89.286,450.6,65.0,80.8,High,ok,1094
Diphenylpyraline,3.887,1.944,5.006,67.425,281.4,46.7,80.7,High,ok,1095
Atorvastatin,6.314,1.947,-1.558,100.402,558.7,64.9,80.7,High,ok,1096
Retapamulin,5.251,1.944,2.822,81.269,517.8,53.1,80.6,High,ok,1097
Methoxyflurane,2.029,1.94,4.644,52.342,165.0,47.4,80.6,High,ok,1098
Paliperidone,3.081,1.938,8.203,70.316,426.5,41.0,80.5,High,ok,1099
Teicoplanin,1.164,1.939,-4.89,118.313,1879.7,64.6,80.5,High,domain-edge (prediction unreliable),1100
Methyl salicylate,1.179,1.939,-1.522,68.63,152.1,64.6,80.5,High,ok,1101
Doravirine,2.655,1.939,0.395,93.123,425.8,64.6,80.5,High,ok,1102
Flunitrazepam,2.548,1.936,-3.004,80.473,313.3,64.5,80.5,High,ok,1103
Nilutamide,2.448,1.931,-0.712,80.311,317.2,64.4,80.4,High,ok,1104
Methylprednisone,2.012,1.931,0.422,74.326,372.5,64.4,80.3,High,ok,1105
Desonide,2.327,1.93,2.056,75.3,416.5,56.3,80.3,High,ok,1106
Propyliodone,2.011,1.93,6.614,91.57,447.0,43.2,80.3,High,ok,1107
Enflurane,2.353,1.929,5.47,50.282,184.5,45.3,80.3,High,ok,1108
(S)-camphor,2.402,1.923,0.604,54.54,152.2,64.1,80.2,High,ok,1109
Pentaerythritol tetranitrate,-1.194,1.922,-3.179,78.984,316.1,64.1,80.2,High,ok,1110
Oliceridine,4.693,1.924,3.276,74.617,386.6,50.9,80.2,High,ok,1111
Elvitegravir,4.281,1.922,-0.232,101.567,447.9,64.1,80.2,High,ok,1112
Revumenib,4.679,1.923,10.902,67.245,630.8,38.5,80.2,High,domain-edge (prediction unreliable),1113
Oxymetholone,4.401,1.917,-1.27,86.594,332.5,63.9,80.1,High,ok,1114
Tetrakis(2-methoxyisobutylisocyanide)copper(I) tetrafluoroborate,6.62,1.919,12.424,48.416,113.2,38.4,80.1,High,ok,1115
Yohimbine,2.647,1.918,4.473,76.72,354.5,47.3,80.1,High,ok,1116
Benzonatate,2.835,1.914,27.059,57.658,603.8,38.3,80.0,High,domain-edge (prediction unreliable),1117
Azatadine,3.708,1.912,1.81,66.597,290.4,57.2,79.9,High,ok,1118
Fosamprenavir,2.52,1.912,2.692,86.22,585.6,52.8,79.9,High,ok,1119
Tolfenamic acid,4.09,1.905,-0.808,99.146,261.7,63.5,79.8,High,ok,1120
Tyropanoic acid,4.892,1.908,10.841,93.914,641.0,38.2,79.8,High,domain-edge (prediction unreliable),1121
Zaleplon,2.641,1.906,-1.784,85.601,305.3,63.5,79.8,High,ok,1122
Diphenidol,4.189,1.908,4.624,67.557,309.5,46.7,79.8,High,ok,1123
Desipramine,3.533,1.906,2.948,83.55,266.4,51.6,79.8,High,ok,1124
Desflurane,2.084,1.904,5.231,48.1,168.0,45.2,79.8,High,ok,1125
Oxybuprocaine,2.946,1.907,16.335,64.764,308.4,38.1,79.8,High,ok,1126
Buspirone,2.088,1.901,-1.225,66.769,385.5,63.4,79.7,High,ok,1127
Polythiazide,1.655,1.902,1.832,87.275,439.9,56.7,79.7,High,ok,1128
Salmeterol,4.107,1.896,9.472,82.288,415.6,38.5,79.6,High,ok,1129
Erythrityl tetranitrate,-1.443,1.897,-4.214,72.429,302.1,63.2,79.6,High,ok,1130
Isoflurane,2.353,1.89,5.795,47.442,184.5,43.8,79.5,High,ok,1131
Penbutolol,3.472,1.894,4.644,73.94,291.4,46.3,79.5,High,ok,1132
Clobazam,3.371,1.894,-0.106,87.463,300.7,63.1,79.5,High,ok,1133
Tolcapone,2.545,1.89,1.327,95.277,273.2,59.9,79.4,High,ok,1134
Fosinopril,6.121,1.887,-2.598,101.325,563.7,62.9,79.4,High,ok,1135
Fusafungine,3.152,1.889,2.669,70.205,639.8,52.2,79.4,High,domain-edge (prediction unreliable),1136
Maprotiline,4.211,1.89,8.67,80.542,277.4,39.4,79.4,High,ok,1137
Opicapone,3.28,1.885,0.818,98.318,413.2,62.8,79.3,High,ok,1138
Carbocromen,2.928,1.884,16.002,76.606,361.4,37.7,79.3,High,ok,1139
Fludrocortisone,1.874,1.882,1.097,69.738,380.5,61.7,79.3,High,ok,1140
Carisoprodol,2.023,1.886,2.027,57.31,260.3,55.1,79.3,High,ok,1141
Amylocaine,2.574,1.875,1.721,58.078,235.3,56.6,79.1,High,ok,1142
Encainide,4.364,1.877,3.827,75.968,352.5,48.0,79.1,High,ok,1143
Delgocitinib,1.299,1.875,2.894,72.655,310.4,51.0,79.1,High,ok,1144
Lasmiditan,3.276,1.876,5.854,68.304,377.4,43.3,79.1,High,ok,1145
Bimatoprost,3.147,1.87,2.961,66.753,415.6,50.6,79.0,High,ok,1146
Inavolisib,1.818,1.873,3.476,85.959,407.4,48.9,79.0,High,ok,1147
Iproclozide,1.748,1.87,4.745,77.431,242.7,45.5,79.0,High,ok,1148
Umeclidinium,5.14,1.872,8.87,73.09,428.6,38.7,79.0,High,ok,1149
Muzolimine,2.559,1.868,6.157,79.828,272.1,42.6,78.9,High,ok,1150
Carmustine,1.157,1.865,-1.633,51.033,214.1,62.2,78.9,High,ok,1151
Cupric Chloride,1.376,1.865,4.351,49.483,134.5,46.3,78.9,High,ok,1152
Butacaine,3.718,1.864,14.224,65.516,306.4,37.3,78.8,High,ok,1153
Flurothyl,2.128,1.862,6.215,47.599,182.1,42.4,78.8,High,ok,1154
Glasdegib,3.392,1.862,3.709,79.33,374.4,47.9,78.8,High,ok,1155
Chloroquine,4.811,1.86,49.123,66.403,319.9,37.2,78.7,High,ok,1156
Technetium Tc-99m sulfur colloid,5.183,1.859,5.823,101.5,256.5,43.0,78.7,High,ok,1157
Anagrelide,1.926,1.859,2.006,79.513,256.1,54.5,78.7,High,ok,1158
Camphor,2.402,1.853,0.306,54.347,152.2,61.8,78.6,High,ok,1159
Chlorpheniramine,3.819,1.85,11.528,65.557,274.8,37.0,78.5,High,ok,1160
Rifaximin,6.158,1.849,7.164,96.121,785.9,40.5,78.5,High,domain-edge (prediction unreliable),1161
Sebetralstat,2.761,1.844,-1.711,70.571,491.5,61.5,78.4,High,ok,1162
Ixabepilone,4.051,1.839,5.408,72.395,506.7,43.3,78.3,High,ok,1163
Eletriptan,3.821,1.832,3.151,83.266,382.5,48.9,78.1,High,ok,1164
Abarelix,1.168,1.833,1.972,89.843,1416.1,53.9,78.1,High,domain-edge (prediction unreliable),1165
Hexobendine,3.396,1.83,5.442,74.591,592.7,43.0,78.0,High,ok,1166
Zinc oxide,-0.121,1.829,-4.131,61.701,81.4,61.0,78.0,High,domain-edge (prediction unreliable),1167
Sofosbuvir,1.657,1.826,-1.887,76.73,529.5,60.9,77.9,High,ok,1168
Pentafluoropropane,2.204,1.824,5.001,47.309,134.0,43.8,77.9,High,ok,1169
Amyl Nitrite,1.875,1.824,0.086,54.829,117.1,60.8,77.9,High,ok,1170
Lanreotide,0.822,1.821,-3.252,92.353,1096.3,60.7,77.8,High,domain-edge (prediction unreliable),1171
Methysergide,1.935,1.818,7.551,67.704,353.5,39.3,77.8,High,ok,1172
Avutometinib,2.685,1.822,-1.531,93.32,471.5,60.7,77.8,High,ok,1173
Vardenafil,2.07,1.816,2.19,88.475,488.6,52.3,77.7,High,ok,1174
Baricitinib,1.096,1.811,1.25,77.103,371.4,58.0,77.6,High,ok,1175
Ceritinib,5.784,1.813,13.747,91.242,558.1,36.3,77.6,High,ok,1176
Caspofungin,-3.312,1.81,1.176,82.538,1093.3,58.6,77.6,High,domain-edge (prediction unreliable),1177
Oxyquinoline,1.94,1.806,-1.006,64.734,145.2,60.2,77.5,High,ok,1178
Meprednisone,2.012,1.806,-0.421,74.678,372.5,60.2,77.5,High,ok,1179
Chloroform,1.986,1.803,9.227,48.406,119.4,36.9,77.4,High,ok,1180
Deslanoside,0.042,1.802,5.572,77.295,943.1,42.1,77.4,High,domain-edge (prediction unreliable),1181
Sitaxentan,3.961,1.799,-4.647,102.679,454.9,60.0,77.3,High,ok,1182
Dimetindene,4.147,1.801,3.984,62.436,292.4,45.6,77.3,High,ok,1183
Methohexital,1.307,1.796,-0.979,71.577,262.3,59.9,77.2,High,ok,1184
Carbamazepine,3.387,1.793,-4.532,74.465,236.3,59.8,77.2,High,ok,1185
Quinidine barbiturate,3.874,1.789,1.062,88.633,324.4,59.0,77.1,High,ok,1186
Fentonium,4.996,1.789,2.759,95.044,484.6,49.1,77.1,High,ok,1187
Oxymetazoline,2.851,1.79,-0.767,68.214,260.4,59.7,77.1,High,ok,1188
Aliskiren,3.294,1.785,5.467,72.567,551.8,41.9,77.0,High,ok,1189
Eplerenone,3.125,1.784,-1.385,82.204,414.5,59.5,76.9,High,ok,1190
Resmetirom,2.098,1.778,-3.453,101.354,435.2,59.3,76.8,High,ok,1191
Pirfenidone,2.146,1.774,-1.915,59.581,185.2,59.1,76.7,High,ok,1192
Dicoumarol,2.901,1.773,0.265,95.676,336.3,59.1,76.7,High,ok,1193
Telavancin,2.692,1.773,-1.49,107.02,1755.7,59.1,76.7,High,domain-edge (prediction unreliable),1194
Tubocurarine,6.701,1.776,9.158,92.952,609.7,36.4,76.7,High,domain-edge (prediction unreliable),1195
Filgotinib,1.975,1.771,0.513,86.417,425.5,59.0,76.6,High,ok,1196
Propafenone,3.241,1.766,1.531,87.669,341.5,54.5,76.5,High,ok,1197
Dextrothyroxine,4.557,1.766,18.327,94.633,776.9,35.3,76.5,High,domain-edge (prediction unreliable),1198
